Gilcrest town,Colorado,1034
Glenwood Springs city,Colorado,9614
Golden city,Colorado,18867
Granada town,Colorado,517
Granby town,Colorado,1864
Grand Junction city,Colorado,58566
Greeley city,Colorado,92889
Green Mountain Falls town,Colorado,640
Greenwood Village city,Colorado,13925
Gunnison city,Colorado,5854
Gypsum town,Colorado,6477
Haxtun town,Colorado,946
Holly town,Colorado,802
Holyoke city,Colorado,2313
Hotchkiss town,Colorado,944
Hudson town,Colorado,2356
Hugo town,Colorado,730
Ignacio town,Colorado,697
Johnstown town,Colorado,9887
Julesburg town,Colorado,1225
Keenesburg town,Colorado,1127
Kersey town,Colorado,1454
Kremmling town,Colorado,1444
La Jara town,Colorado,818
La Junta city,Colorado,7077
Lakeside town,Colorado,8
La Salle town,Colorado,1955
Las Animas city,Colorado,2410
La Veta town,Colorado,800
Limon town,Colorado,1880
Littleton city,Colorado,41737
Lochbuie town,Colorado,4726
Log Lane Village town,Colorado,873
Lone Tree city,Colorado,10218
Longmont city,Colorado,86270
Louisville city,Colorado,18376
Loveland city,Colorado,66859
Lyons town,Colorado,2033
Manassa town,Colorado,991
Mancos town,Colorado,1336
Manitou Springs city,Colorado,4992
Mead town,Colorado,3405
Meeker town,Colorado,2475
Milliken town,Colorado,5610
Monte Vista city,Colorado,4444
Montezuma town,Colorado,65
Monument town,Colorado,5530
Morrison town,Colorado,428
Mountain Village town,Colorado,1320
Nederland town,Colorado,1445
New Castle town,Colorado,4518
Northglenn city,Colorado,35789
Nucla town,Colorado,711
Oak Creek town,Colorado,884
Olathe town,Colorado,1849
Orchard City town,Colorado,3119
Ordway town,Colorado,1080
Otis town,Colorado,475
Ovid town,Colorado,318
Pagosa Springs town,Colorado,1727
Palisade town,Colorado,2692
Palmer Lake town,Colorado,2420
Paoli town,Colorado,34
Paonia town,Colorado,1451
Parachute town,Colorado,1085
Pierce town,Colorado,834
Pitkin town,Colorado,66
Platteville town,Colorado,2485
Pritchett town,Colorado,140
Pueblo city,Colorado,106595
Rangely town,Colorado,2365
Red Cliff town,Colorado,267
Rico town,Colorado,265
Ridgway town,Colorado,924
Rifle city,Colorado,9172
Rocky Ford city,Colorado,3957
Romeo town,Colorado,404
Rye town,Colorado,153
Saguache town,Colorado,485
Salida city,Colorado,5236
San Luis town,Colorado,629
Sawpit town,Colorado,40
Severance town,Colorado,3165
Silt town,Colorado,2930
Silver Cliff town,Colorado,587
Silverthorne town,Colorado,3887
Silverton town,Colorado,637
Simla town,Colorado,618
Snowmass Village town,Colorado,2826
Starkville town,Colorado,59
Steamboat Springs city,Colorado,12088
Sterling city,Colorado,14777
Stratton town,Colorado,658
Swink town,Colorado,617
Timnath town,Colorado,625
Vail town,Colorado,5305
Victor city,Colorado,397
Vona town,Colorado,106
Wellington town,Colorado,6289
Wheat Ridge city,Colorado,30166
Wiggins town,Colorado,893
Winter Park town,Colorado,999
Woodland Park city,Colorado,7200
Wray city,Colorado,2342
Yampa town,Colorado,429
Adams County,Colorado,441603
Arvada city (pt.),Colorado,2849
Aurora city (pt.),Colorado,39871
Brighton city (pt.),Colorado,33009
Lochbuie town (pt.),Colorado,2
Northglenn city (pt.),Colorado,35777
Thornton city (pt.),Colorado,118772
Westminster city (pt.),Colorado,63696
Balance of Adams County,Colorado,88292
Alamosa County,Colorado,15445
Balance of Alamosa County,Colorado,6562
Arapahoe County,Colorado,572003
Littleton city (pt.),Colorado,39328
Balance of Arapahoe County,Colorado,83764
Archuleta County,Colorado,12084
Balance of Archuleta County,Colorado,10357
Baca County,Colorado,3788
Balance of Baca County,Colorado,1385
Bent County,Colorado,6499
Balance of Bent County,Colorado,4089
Boulder County,Colorado,294567
Erie town (pt.),Colorado,8348
Longmont city (pt.),Colorado,86240
Superior town (pt.),Colorado,12483
Balance of Boulder County,Colorado,43380
Chaffee County,Colorado,17809
Balance of Chaffee County,Colorado,9219
Cheyenne County,Colorado,1836
Balance of Cheyenne County,Colorado,757
Clear Creek County,Colorado,9088
Balance of Clear Creek County,Colorado,5885
Conejos County,Colorado,8256
Balance of Conejos County,Colorado,4383
Costilla County,Colorado,3524
Balance of Costilla County,Colorado,2510
Crowley County,Colorado,5823
Balance of Crowley County,Colorado,3964
Custer County,Colorado,4255
Balance of Custer County,Colorado,3100
Delta County,Colorado,30952
Balance of Delta County,Colorado,13839
Dolores County,Colorado,2064
Balance of Dolores County,Colorado,1064
Douglas County,Colorado,285465
Balance of Douglas County,Colorado,171031
Eagle County,Colorado,52197
Basalt town (pt.),Colorado,2926
Balance of Eagle County,Colorado,23240
Elbert County,Colorado,23086
Balance of Elbert County,Colorado,20387
El Paso County,Colorado,622263
Green Mountain Falls town (pt.),Colorado,612
Balance of El Paso County,Colorado,165533
Fremont County,Colorado,46824
Balance of Fremont County,Colorado,24818
Garfield County,Colorado,56389
Balance of Garfield County,Colorado,22643
Balance of Gilpin County,Colorado,4660
Grand County,Colorado,14843
Balance of Grand County,Colorado,8178
Gunnison County,Colorado,15324
Balance of Gunnison County,Colorado,6985
Hinsdale County,Colorado,843
Balance of Hinsdale County,Colorado,435
Huerfano County,Colorado,6711
Balance of Huerfano County,Colorado,2843
Kiowa County,Colorado,1398
Balance of Kiowa County,Colorado,633
Balance of Kit Carson County,Colorado,2273
La Plata County,Colorado,51334
Balance of La Plata County,Colorado,31417
Larimer County,Colorado,299630
Berthoud town (pt.),Colorado,5042
Windsor town (pt.),Colorado,4574
Balance of Larimer County,Colorado,65860
Las Animas County,Colorado,15507
Balance of Las Animas County,Colorado,5537
Mesa County,Colorado,146723
Balance of Mesa County,Colorado,71607
Mineral County,Colorado,712
Balance of Mineral County,Colorado,422
Moffat County,Colorado,13795
Balance of Moffat County,Colorado,3992
Montezuma County,Colorado,25535
Balance of Montezuma County,Colorado,14781
Montrose County,Colorado,41276
Balance of Montrose County,Colorado,19038
Otero County,Colorado,18831
Balance of Otero County,Colorado,5312
Ouray County,Colorado,4436
Balance of Ouray County,Colorado,2512
Park County,Colorado,16206
Balance of Park County,Colorado,15257
Pitkin County,Colorado,17148
Balance of Pitkin County,Colorado,6733
Prowers County,Colorado,12551
Balance of Prowers County,Colorado,2942
Pueblo County,Colorado,159063
Balance of Pueblo County,Colorado,51976
Rio Blanco County,Colorado,6666
Rio Grande County,Colorado,11982
Balance of Rio Grande County,Colorado,5248
Routt County,Colorado,23509
Balance of Routt County,Colorado,8298
Saguache County,Colorado,6108
Balance of Saguache County,Colorado,3352
San Juan County,Colorado,699
San Miguel County,Colorado,7359
Balance of San Miguel County,Colorado,2997
Sedgwick County,Colorado,2379
Balance of Sedgwick County,Colorado,690
Summit County,Colorado,27994
Balance of Summit County,Colorado,15066
Teller County,Colorado,23350
Balance of Teller County,Colorado,14536
Weld County,Colorado,252825
Balance of Weld County,Colorado,42473
Connecticut,Connecticut,3574097
Ansonia city,Connecticut,19249
Bristol city,Connecticut,60477
Danbury city,Connecticut,80893
Danielson borough,Connecticut,4051
Derby city,Connecticut,12902
Jewett City borough,Connecticut,3487
Litchfield borough,Connecticut,1258
Meriden city,Connecticut,60868
Middletown city,Connecticut,47648
Milford city (balance),Connecticut,51271
Naugatuck borough,Connecticut,31862
New Britain city,Connecticut,73206
New Haven city,Connecticut,129779
New London city,Connecticut,27620
Newtown borough,Connecticut,1941
Norwich city,Connecticut,40493
Shelton city,Connecticut,39559
Stamford city,Connecticut,122643
Stonington borough,Connecticut,929
Torrington city,Connecticut,36383
Waterbury city,Connecticut,110366
West Haven city,Connecticut,55564
Woodmont borough,Connecticut,1488
Milford city,Connecticut,52759
Fairfield County,Connecticut,916829
Balance of Fairfield County,Connecticut,441961
Bethel town,Connecticut,18584
Bridgeport town,Connecticut,144229
Brookfield town,Connecticut,16452
Darien town,Connecticut,20732
Easton town,Connecticut,7490
Fairfield town,Connecticut,59404
Greenwich town,Connecticut,61171
Monroe town,Connecticut,19479
New Canaan town,Connecticut,19738
New Fairfield town,Connecticut,13881
Newtown town,Connecticut,27560
Norwalk town,Connecticut,85603
Redding town,Connecticut,9158
Ridgefield town,Connecticut,24638
Sherman town,Connecticut,3581
Stratford town,Connecticut,51384
Trumbull town,Connecticut,36018
Weston town,Connecticut,10179
Westport town,Connecticut,26391
Hartford County,Connecticut,894014
Balance of Hartford County,Connecticut,635556
Berlin town,Connecticut,19866
Bloomfield town,Connecticut,20486
Burlington town,Connecticut,9301
Canton town,Connecticut,10292
East Granby town,Connecticut,5148
East Hartford town,Connecticut,51252
East Windsor town,Connecticut,11162
Enfield town,Connecticut,44654
Farmington town,Connecticut,25340
Glastonbury town,Connecticut,34427
Hartford town,Connecticut,124775
Manchester town,Connecticut,58241
Marlborough town,Connecticut,6404
Newington town,Connecticut,30562
Plainville town,Connecticut,17716
Rocky Hill town,Connecticut,19709
Simsbury town,Connecticut,23511
Southington town,Connecticut,43069
South Windsor town,Connecticut,25709
Suffield town,Connecticut,15735
West Hartford town,Connecticut,63268
Wethersfield town,Connecticut,26668
Windsor Locks town,Connecticut,12498
Litchfield County,Connecticut,189927
Balance of Litchfield County,Connecticut,151527
Barkhamsted town,Connecticut,3799
Bethlehem town,Connecticut,3607
Canaan town,Connecticut,1234
Colebrook town,Connecticut,1485
Cornwall town,Connecticut,1420
Harwinton town,Connecticut,5642
Kent town,Connecticut,2979
Litchfield town,Connecticut,8466
Balance of Litchfield town,Connecticut,6449
New Hartford town,Connecticut,6970
New Milford town,Connecticut,28142
Norfolk town,Connecticut,1709
North Canaan town,Connecticut,3315
Plymouth town,Connecticut,12243
Roxbury town,Connecticut,2262
Salisbury town,Connecticut,3741
Sharon town,Connecticut,2782
Warren town,Connecticut,1461
Washington town,Connecticut,3578
Watertown town,Connecticut,22514
Woodbury town,Connecticut,9975
Middlesex County,Connecticut,165676
Balance of Middlesex County,Connecticut,117985
Clinton town,Connecticut,13260
Cromwell town,Connecticut,14005
Deep River town,Connecticut,4629
Durham town,Connecticut,7388
East Haddam town,Connecticut,9126
East Hampton town,Connecticut,12959
Essex town,Connecticut,6683
Haddam town,Connecticut,8346
Killingworth town,Connecticut,6525
Middlefield town,Connecticut,4425
Old Saybrook town,Connecticut,10242
Balance of Old Saybrook town,Connecticut,10199
Portland town,Connecticut,9508
Westbrook town,Connecticut,6938
New Haven County,Connecticut,862477
Balance of New Haven County,Connecticut,389128
Beacon Falls town,Connecticut,6049
Bethany town,Connecticut,5563
Branford town,Connecticut,28026
Cheshire town,Connecticut,29261
East Haven town,Connecticut,29257
Guilford town,Connecticut,22375
Hamden town,Connecticut,60960
Madison town,Connecticut,18269
Middlebury town,Connecticut,7575
North Branford town,Connecticut,14407
North Haven town,Connecticut,24093
Orange town,Connecticut,13956
Oxford town,Connecticut,12683
Prospect town,Connecticut,9405
Seymour town,Connecticut,16540
Southbury town,Connecticut,19904
Wallingford town,Connecticut,45135
Wolcott town,Connecticut,16680
Woodbridge town,Connecticut,8990
New London County,Connecticut,274055
Balance of New London County,Connecticut,190619
Bozrah town,Connecticut,2627
Colchester town,Connecticut,16068
East Lyme town,Connecticut,19159
Griswold town,Connecticut,11951
Balance of Griswold town,Connecticut,8464
Groton town,Connecticut,40115
Balance of Groton town,Connecticut,29208
Lebanon town,Connecticut,7308
Ledyard town,Connecticut,15051
Lisbon town,Connecticut,4338
Lyme town,Connecticut,2406
Montville town,Connecticut,19571
North Stonington town,Connecticut,5297
Old Lyme town,Connecticut,7603
Salem town,Connecticut,4151
Stonington town,Connecticut,18545
Balance of Stonington town,Connecticut,17616
Voluntown town,Connecticut,2603
Waterford town,Connecticut,19517
Tolland County,Connecticut,152691
Andover town,Connecticut,3303
Bolton town,Connecticut,4980
Coventry town,Connecticut,12435
Ellington town,Connecticut,15602
Mansfield town,Connecticut,26543
Somers town,Connecticut,11444
Stafford town,Connecticut,12087
Tolland town,Connecticut,15052
Vernon town,Connecticut,29179
Willington town,Connecticut,6041
Windham County,Connecticut,118428
Balance of Windham County,Connecticut,114377
Brooklyn town,Connecticut,8210
Canterbury town,Connecticut,5132
Chaplin town,Connecticut,2305
Eastford town,Connecticut,1749
Hampton town,Connecticut,1863
Killingly town,Connecticut,17370
Balance of Killingly town,Connecticut,13319
Plainfield town,Connecticut,15405
Pomfret town,Connecticut,4247
Putnam town,Connecticut,9584
Scotland town,Connecticut,1726
Sterling town,Connecticut,3830
Thompson town,Connecticut,9458
Windham town,Connecticut,25268
Delaware,Delaware,897934
Bethany Beach town,Delaware,1060
Blades town,Delaware,1241
Bridgeville town,Delaware,2048
Camden town,Delaware,3464
Dagsboro town,Delaware,805
Delaware City city,Delaware,1695
Delmar town,Delaware,1597
Dewey Beach town,Delaware,341
Ellendale town,Delaware,381
Elsmere town,Delaware,6131
Felton town,Delaware,1298
Fenwick Island town,Delaware,379
Frederica town,Delaware,774
Greenwood town,Delaware,973
Harrington city,Delaware,3562
Laurel town,Delaware,3708
Lewes city,Delaware,2747
Millsboro town,Delaware,3877
Millville town,Delaware,544
Milton town,Delaware,2576
New Castle city,Delaware,5285
Newport town,Delaware,1055
Ocean View town,Delaware,1882
Odessa town,Delaware,364
Rehoboth Beach city,Delaware,1327
Seaford city,Delaware,6928
Selbyville town,Delaware,2167
Smyrna town,Delaware,10023
Townsend town,Delaware,2049
Wilmington city,Delaware,70851
Wyoming town,Delaware,1313
Kent County,Delaware,162310
Clayton town (pt.),Delaware,2918
Milford city (pt.),Delaware,3780
Smyrna town (pt.),Delaware,9989
Balance of Kent County,Delaware,95661
New Castle County,Delaware,538479
Balance of New Castle County,Delaware,398563
Sussex County,Delaware,197145
Balance of Sussex County,Delaware,148567
District of Columbia,District of Columbia,601723
Florida,Florida,18801310
Alachua city,Florida,9059
Alford town,Florida,489
Altamonte Springs city,Florida,41496
Altha town,Florida,536
Anna Maria city,Florida,1503
Apalachicola city,Florida,2231
Apopka city,Florida,41542
Archer city,Florida,1118
Astatula town,Florida,1810
Atlantic Beach city,Florida,12655
Atlantis city,Florida,2005
Auburndale city,Florida,13507
Aventura city,Florida,35762
Avon Park city,Florida,8836
Baldwin town,Florida,1425
Bal Harbour village,Florida,2513
Bartow city,Florida,17298
Bascom town,Florida,121
Bay Harbor Islands town,Florida,5628
Bay Lake city,Florida,47
Belleair town,Florida,3869
Belleair Beach city,Florida,1560
Belleair Bluffs city,Florida,2031
Belle Glade city,Florida,17467
Belle Isle city,Florida,5988
Belleview city,Florida,4492
Biscayne Park village,Florida,3055
Blountstown city,Florida,2514
Boca Raton city,Florida,84392
Bonifay city,Florida,2793
Bonita Springs city,Florida,43914
Boynton Beach city,Florida,68217
Bradenton city,Florida,49546
Bradenton Beach city,Florida,1171
Bronson town,Florida,1113
Brooksville city,Florida,7719
Bunnell city,Florida,2676
Callahan town,Florida,1123
Callaway city,Florida,14405
Cape Canaveral city,Florida,9912
Cape Coral city,Florida,154305
Casselberry city,Florida,26241
Cedar Key city,Florida,702
Center Hill city,Florida,988
Chattahoochee city,Florida,3652
Chiefland city,Florida,2245
Chipley city,Florida,3605
Cinco Bayou town,Florida,383
Clearwater city,Florida,107685
Clermont city,Florida,28742
Clewiston city,Florida,7155
Cocoa city,Florida,17140
Cocoa Beach city,Florida,11231
Coconut Creek city,Florida,52909
Coleman city,Florida,703
Cooper City city,Florida,28547
Coral Gables city,Florida,46780
Coral Springs city,Florida,121096
Crestview city,Florida,20978
Cross City town,Florida,1728
Crystal River city,Florida,3108
Cutler Bay town,Florida,40286
Dade City city,Florida,6437
Dania Beach city,Florida,29639
Davenport city,Florida,2888
Davie town,Florida,91992
Daytona Beach city,Florida,61005
DeBary city,Florida,19320
Deerfield Beach city,Florida,75018
DeFuniak Springs city,Florida,5177
DeLand city,Florida,27031
Delray Beach city,Florida,60522
Deltona city,Florida,85182
Destin city,Florida,12305
Doral city,Florida,45704
Dundee town,Florida,3717
Dunedin city,Florida,35321
Dunnellon city,Florida,1733
Eagle Lake city,Florida,2255
Eatonville town,Florida,2159
Edgewood city,Florida,2503
Eustis city,Florida,18558
Everglades city,Florida,400
Fellsmere city,Florida,5197
Fernandina Beach city,Florida,11487
Flagler Beach city,Florida,4484
Florida City city,Florida,11245
Fort Lauderdale city,Florida,165521
Fort Meade city,Florida,5626
Fort Myers city,Florida,62298
Fort Myers Beach town,Florida,6277
Fort Pierce city,Florida,41590
Fort Walton Beach city,Florida,19507
Fort White town,Florida,567
Freeport city,Florida,1787
Frostproof city,Florida,2992
Fruitland Park city,Florida,4078
Gainesville city,Florida,124354
Golden Beach town,Florida,919
Graceville city,Florida,2278
Grand Ridge town,Florida,892
Grant-Valkaria town,Florida,3850
Greenacres city,Florida,37573
Green Cove Springs city,Florida,6908
Groveland city,Florida,8729
Gulf Breeze city,Florida,5763
Gulfport city,Florida,12029
Gulf Stream town,Florida,786
Haines City city,Florida,20535
Hallandale Beach city,Florida,37113
Hastings town,Florida,580
Havana town,Florida,1754
Haverhill town,Florida,1873
Hialeah city,Florida,224669
Hialeah Gardens city,Florida,21744
Highland Beach town,Florida,3539
High Springs city,Florida,5350
Hilliard town,Florida,3086
Hillsboro Beach town,Florida,1875
Holly Hill city,Florida,11659
Hollywood city,Florida,140768
Homestead city,Florida,60512
Howey-in-the-Hills town,Florida,1098
Hypoluxo town,Florida,2588
Indialantic town,Florida,2720
Indian Harbour Beach city,Florida,8225
Indian River Shores town,Florida,3901
Indian Rocks Beach city,Florida,4113
Inglis town,Florida,1325
Interlachen town,Florida,1403
Inverness city,Florida,7210
Jacksonville Beach city,Florida,21362
Jay town,Florida,533
Jennings town,Florida,878
Jupiter town,Florida,55156
Key Biscayne village,Florida,12344
Key Colony Beach city,Florida,797
Keystone Heights city,Florida,1350
Key West city,Florida,24649
Kissimmee city,Florida,59682
Lady Lake town,Florida,13926
Lake Butler city,Florida,1897
Lake Clarke Shores town,Florida,3376
Lake Hamilton town,Florida,1231
Lakeland city,Florida,97422
Lake Mary city,Florida,13822
Lake Park town,Florida,8155
Lake Placid town,Florida,2223
Lake Wales city,Florida,14225
Lake Worth city,Florida,34910
Lantana town,Florida,10423
Largo city,Florida,77648
Lauderdale-by-the-Sea town,Florida,6056
Lauderdale Lakes city,Florida,32593
Lauderhill city,Florida,66887
Lazy Lake village,Florida,24
Leesburg city,Florida,20117
Lighthouse Point city,Florida,10344
Longboat Key town,Florida,6888
Longwood city,Florida,13657
Loxahatchee Groves town,Florida,3180
Lynn Haven city,Florida,18493
Macclenny city,Florida,6374
Madeira Beach city,Florida,4263
Maitland city,Florida,15751
Malabar town,Florida,2757
Malone town,Florida,2088
Manalapan town,Florida,406
Mangonia Park town,Florida,1888
Marathon city,Florida,8297
Marco Island city,Florida,16413
Margate city,Florida,53284
Mary Esther city,Florida,3851
Mascotte city,Florida,5101
Mayo town,Florida,1237
Medley town,Florida,838
Melbourne Beach town,Florida,3101
Mexico Beach city,Florida,1072
Miami city,Florida,399457
Miami Beach city,Florida,87779
Miami Gardens city,Florida,107167
Miami Lakes town,Florida,29361
Miami Shores village,Florida,10493
Miami Springs city,Florida,13809
Micanopy town,Florida,600
Midway city,Florida,3004
Milton city,Florida,8826
Minneola city,Florida,9403
Miramar city,Florida,122041
Montverde town,Florida,1463
Moore Haven city,Florida,1680
Mount Dora city,Florida,12370
Naples city,Florida,19537
Neptune Beach city,Florida,7037
New Port Richey city,Florida,14911
New Smyrna Beach city,Florida,22464
North Bay Village city,Florida,7137
North Lauderdale city,Florida,41023
North Miami city,Florida,58786
North Miami Beach city,Florida,41523
North Palm Beach village,Florida,12015
North Port city,Florida,57357
North Redington Beach town,Florida,1417
Oakland Park city,Florida,41363
Ocala city,Florida,56315
Ocean Ridge town,Florida,1786
Ocoee city,Florida,35579
Okeechobee city,Florida,5621
Oldsmar city,Florida,13591
Opa-locka city,Florida,15219
Orange City city,Florida,10599
Orchid town,Florida,415
Orlando city,Florida,238300
Ormond Beach city,Florida,38137
Otter Creek town,Florida,134
Oviedo city,Florida,33342
Pahokee city,Florida,5649
Palatka city,Florida,10558
Palm Bay city,Florida,103190
Palm Beach Gardens city,Florida,48452
Palm Beach Shores town,Florida,1142
Palm Coast city,Florida,75180
Palmetto city,Florida,12606
Palmetto Bay village,Florida,23410
Palm Springs village,Florida,18928
Panama City city,Florida,36484
Panama City Beach city,Florida,12018
Parker city,Florida,4317
Parkland city,Florida,23962
Paxton town,Florida,644
Pembroke Park town,Florida,6102
Pembroke Pines city,Florida,154750
Pensacola city,Florida,51923
Perry city,Florida,7017
Pierson town,Florida,1736
Pinecrest village,Florida,18223
Pinellas Park city,Florida,49079
Plantation city,Florida,84955
Plant City city,Florida,34721
Polk City town,Florida,1562
Pomona Park town,Florida,912
Pompano Beach city,Florida,99845
Ponce de Leon town,Florida,598
Ponce Inlet town,Florida,3032
Port Orange city,Florida,56048
Port Richey city,Florida,2671
Port St. Joe city,Florida,3445
Port St. Lucie city,Florida,164603
Punta Gorda city,Florida,16641
Quincy city,Florida,7972
Reddick town,Florida,506
Redington Beach town,Florida,1427
Redington Shores town,Florida,2121
Riviera Beach city,Florida,32488
Rockledge city,Florida,24926
Royal Palm Beach village,Florida,34140
Safety Harbor city,Florida,16884
St. Augustine city,Florida,12975
St. Augustine Beach city,Florida,6176
St. Cloud city,Florida,35183
St. Leo town,Florida,1340
St. Marks city,Florida,293
St. Pete Beach city,Florida,9346
St. Petersburg city,Florida,244769
San Antonio city,Florida,1138
Sanford city,Florida,53570
Sanibel city,Florida,6469
Sarasota city,Florida,51917
Satellite Beach city,Florida,10109
Sea Ranch Lakes village,Florida,670
Sebastian city,Florida,21929
Sebring city,Florida,10491
Seminole city,Florida,17233
Sewall's Point town,Florida,1996
Shalimar town,Florida,717
Sopchoppy city,Florida,457
South Bay city,Florida,4876
South Daytona city,Florida,12252
South Miami city,Florida,11657
Southwest Ranches town,Florida,7345
Springfield city,Florida,8903
Starke city,Florida,5449
Stuart city,Florida,15593
Sunny Isles Beach city,Florida,20832
Sunrise city,Florida,84439
Surfside town,Florida,5744
Sweetwater city,Florida,13499
Tallahassee city,Florida,181376
Tamarac city,Florida,60427
Tampa city,Florida,335709
Tarpon Springs city,Florida,23484
Tavares city,Florida,13951
Temple Terrace city,Florida,24541
Tequesta village,Florida,5629
Titusville city,Florida,43761
Treasure Island city,Florida,6705
Trenton city,Florida,1999
Valparaiso city,Florida,5036
Venice city,Florida,20748
Vero Beach city,Florida,15220
Wauchula city,Florida,5001
Webster city,Florida,785
Welaka town,Florida,701
Wellington village,Florida,56508
West Melbourne city,Florida,18355
West Miami city,Florida,5965
Weston city,Florida,65333
West Palm Beach city,Florida,99919
West Park city,Florida,14156
Westville town,Florida,289
Wewahitchka city,Florida,1981
White Springs town,Florida,777
Wildwood city,Florida,6709
Williston city,Florida,2768
Wilton Manors city,Florida,11632
Windermere town,Florida,2462
Winter Garden city,Florida,34568
Winter Haven city,Florida,33874
Winter Park city,Florida,27852
Winter Springs city,Florida,33282
Zephyrhills city,Florida,13288
Alachua County,Florida,247336
Balance of Alachua County,Florida,99113
Baker County,Florida,27115
Balance of Baker County,Florida,20304
Bay County,Florida,168852
Balance of Bay County,Florida,73160
Bradford County,Florida,28520
Balance of Bradford County,Florida,21503
Brevard County,Florida,543376
Balance of Brevard County,Florida,206469
Broward County,Florida,1748066
Balance of Broward County,Florida,16357
Charlotte County,Florida,159978
Balance of Charlotte County,Florida,143337
Citrus County,Florida,141236
Balance of Citrus County,Florida,130918
Collier County,Florida,321520
Balance of Collier County,Florida,285170
DeSoto County,Florida,34862
Balance of DeSoto County,Florida,27225
Dixie County,Florida,16422
Balance of Dixie County,Florida,14525
Duval County,Florida,864263
Flagler County,Florida,95696
Flagler Beach city (pt.),Florida,4424
Balance of Flagler County,Florida,13062
Gadsden County,Florida,46389
Balance of Gadsden County,Florida,27945
Gilchrist County,Florida,16939
Fanning Springs city (pt.),Florida,278
Balance of Gilchrist County,Florida,14206
Glades County,Florida,12884
Balance of Glades County,Florida,11204
Gulf County,Florida,15863
Balance of Gulf County,Florida,10437
Hamilton County,Florida,14799
Balance of Hamilton County,Florida,8598
Hardee County,Florida,27731
Balance of Hardee County,Florida,17973
Hendry County,Florida,39140
Balance of Hendry County,Florida,27345
Hernando County,Florida,172778
Balance of Hernando County,Florida,165047
Highlands County,Florida,98786
Balance of Highlands County,Florida,77236
Hillsborough County,Florida,1229226
Balance of Hillsborough County,Florida,834255
Holmes County,Florida,19927
Balance of Holmes County,Florida,15672
Indian River County,Florida,138028
Balance of Indian River County,Florida,91366
Leon County,Florida,275487
Balance of Leon County,Florida,94111
Levy County,Florida,40801
Balance of Levy County,Florida,31526
Liberty County,Florida,8365
Balance of Liberty County,Florida,7369
Manatee County,Florida,322833
Longboat Key town (pt.),Florida,2398
Balance of Manatee County,Florida,251773
Martin County,Florida,146318
Balance of Martin County,Florida,127557
Miami-Dade County,Florida,2496435
Balance of Miami-Dade County,Florida,1109589
Nassau County,Florida,73314
Balance of Nassau County,Florida,57618
Okaloosa County,Florida,180822
Balance of Okaloosa County,Florida,104759
Okeechobee County,Florida,39996
Balance of Okeechobee County,Florida,34375
Osceola County,Florida,268685
Balance of Osceola County,Florida,173820
Palm Beach County,Florida,1320134
Balance of Palm Beach County,Florida,587844
Pasco County,Florida,464697
Balance of Pasco County,Florida,424912
Pinellas County,Florida,916542
Balance of Pinellas County,Florida,270494
Putnam County,Florida,74364
Balance of Putnam County,Florida,59213
St. Johns County,Florida,190039
Balance of St. Johns County,Florida,170308
St. Lucie County,Florida,277789
Balance of St. Lucie County,Florida,71006
Santa Rosa County,Florida,151372
Balance of Santa Rosa County,Florida,136250
Sarasota County,Florida,379448
Balance of Sarasota County,Florida,244936
Seminole County,Florida,422718
Balance of Seminole County,Florida,207308
Suwannee County,Florida,41551
Balance of Suwannee County,Florida,33989
Taylor County,Florida,22570
Balance of Taylor County,Florida,15553
Volusia County,Florida,494593
Balance of Volusia County,Florida,116655
Balance of Wakulla County,Florida,30026
Walton County,Florida,55043
Balance of Walton County,Florida,47435
Georgia,Georgia,9687653
Acworth city,Georgia,20425
Adairsville city,Georgia,4648
Adel city,Georgia,5334
Adrian city,Georgia,664
Alamo town,Georgia,2797
Allenhurst city,Georgia,695
Alpharetta city,Georgia,57551
Alto town,Georgia,1172
Ambrose city,Georgia,380
Americus city,Georgia,17041
Aragon city,Georgia,1249
Arlington city,Georgia,1479
Athens-Clarke County unified government (balance),Georgia,115452
Atlanta city,Georgia,420003
Augusta-Richmond County consolidated government (balance),Georgia,195844
Avondale Estates city,Georgia,2960
Baconton city,Georgia,915
Bainbridge city,Georgia,12697
Baldwin city,Georgia,3279
Ball Ground city,Georgia,1433
Barnesville city,Georgia,6755
Baxley city,Georgia,4400
Berlin city,Georgia,551
Blairsville city,Georgia,652
Blakely city,Georgia,5068
Bloomingdale city,Georgia,2713
Blue Ridge city,Georgia,1290
Boston city,Georgia,1315
Bostwick city,Georgia,365
Bowdon city,Georgia,2040
Bowersville town,Georgia,465
Braselton town,Georgia,7511
Bremen city,Georgia,6227
Brooklet city,Georgia,1395
Brooks town,Georgia,524
Brunswick city,Georgia,15383
Buchanan city,Georgia,1104
Buena Vista city,Georgia,2173
Buford city,Georgia,12225
Butler city,Georgia,1972
Byron city,Georgia,4512
Cairo city,Georgia,9607
Calhoun city,Georgia,15650
Camilla city,Georgia,5360
Canton city,Georgia,22958
Carrollton city,Georgia,24388
Cartersville city,Georgia,19731
Cave Spring city,Georgia,1200
Cedartown city,Georgia,9750
Centerville city,Georgia,7148
Chamblee city,Georgia,9892
Chatsworth city,Georgia,4299
Chattahoochee Hills city,Georgia,2378
Clarkston city,Georgia,7554
Claxton city,Georgia,2746
Clermont town,Georgia,875
Cleveland city,Georgia,3410
Cochran city,Georgia,5150
Cohutta city,Georgia,661
Colbert city,Georgia,592
College Park city,Georgia,13942
